Mask,Image
humap_dataset/train/masks/fad13db4adfa_mask.tif,humap_dataset/train/images/fad13db4adfa.tif
humap_dataset/train/masks/fd2437954fd8_mask.tif,humap_dataset/train/images/fd2437954fd8.tif
humap_dataset/train/masks/a4f027cdc65e_mask.tif,humap_dataset/train/images/a4f027cdc65e.tif
humap_dataset/train/masks/f49c86636e15_mask.tif,humap_dataset/train/images/f49c86636e15.tif
humap_dataset/train/masks/5f584921044d_mask.tif,humap_dataset/train/images/5f584921044d.tif
humap_dataset/train/masks/fab2054e45f5_mask.tif,humap_dataset/train/images/fab2054e45f5.tif
humap_dataset/train/masks/3a6612dd0d76_mask.tif,humap_dataset/train/images/3a6612dd0d76.tif
humap_dataset/train/masks/21acb908cf67_mask.tif,humap_dataset/train/images/21acb908cf67.tif
humap_dataset/train/masks/df72f14dbc83_mask.tif,humap_dataset/train/images/df72f14dbc83.tif
humap_dataset/train/masks/2e7951162645_mask.tif,humap_dataset/train/images/2e7951162645.tif
humap_dataset/train/masks/f592b552a1af_mask.tif,humap_dataset/train/images/f592b552a1af.tif
humap_dataset/train/masks/13aa34ced90d_mask.tif,humap_dataset/train/images/13aa34ced90d.tif
humap_dataset/train/masks/a977353c25d6_mask.tif,humap_dataset/train/images/a977353c25d6.tif
humap_dataset/train/masks/523a3912a7ee_mask.tif,humap_dataset/train/images/523a3912a7ee.tif
humap_dataset/train/masks/c07f9e30d860_mask.tif,humap_dataset/train/images/c07f9e30d860.tif
humap_dataset/train/masks/f06228af4f28_mask.tif,humap_dataset/train/images/f06228af4f28.tif
humap_dataset/train/masks/8ecbeea7cd27_mask.tif,humap_dataset/train/images/8ecbeea7cd27.tif
humap_dataset/train/masks/12040bd8cd09_mask.tif,humap_dataset/train/images/12040bd8cd09.tif
humap_dataset/train/masks/573aeb182976_mask.tif,humap_dataset/train/images/573aeb182976.tif
humap_dataset/train/masks/0dce2b8d2c25_mask.tif,humap_dataset/train/images/0dce2b8d2c25.tif
humap_dataset/train/masks/0ce440ad7080_mask.tif,humap_dataset/train/images/0ce440ad7080.tif
humap_dataset/train/masks/c0c152a3f7bc_mask.tif,humap_dataset/train/images/c0c152a3f7bc.tif
humap_dataset/train/masks/0bd23d24a875_mask.tif,humap_dataset/train/images/0bd23d24a875.tif
humap_dataset/train/masks/2cad7b97ea7e_mask.tif,humap_dataset/train/images/2cad7b97ea7e.tif
humap_dataset/train/masks/1cf437f790aa_mask.tif,humap_dataset/train/images/1cf437f790aa.tif
humap_dataset/train/masks/2e3a658a8c8e_mask.tif,humap_dataset/train/images/2e3a658a8c8e.tif
humap_dataset/train/masks/c504eae8c6bb_mask.tif,humap_dataset/train/images/c504eae8c6bb.tif
humap_dataset/train/masks/614e8e7ae8e8_mask.tif,humap_dataset/train/images/614e8e7ae8e8.tif
humap_dataset/train/masks/3c4933d10f09_mask.tif,humap_dataset/train/images/3c4933d10f09.tif
humap_dataset/train/masks/1893f913d64b_mask.tif,humap_dataset/train/images/1893f913d64b.tif
humap_dataset/train/masks/0c54942878fa_mask.tif,humap_dataset/train/images/0c54942878fa.tif
humap_dataset/train/masks/8d6b0ed78fb9_mask.tif,humap_dataset/train/images/8d6b0ed78fb9.tif
humap_dataset/train/masks/811adee237eb_mask.tif,humap_dataset/train/images/811adee237eb.tif
humap_dataset/train/masks/ac6d05ce6dd1_mask.tif,humap_dataset/train/images/ac6d05ce6dd1.tif
humap_dataset/train/masks/212fc627af24_mask.tif,humap_dataset/train/images/212fc627af24.tif
humap_dataset/train/masks/7a115ea6545e_mask.tif,humap_dataset/train/images/7a115ea6545e.tif
humap_dataset/train/masks/0e0836cf1824_mask.tif,humap_dataset/train/images/0e0836cf1824.tif
humap_dataset/train/masks/e17868b94f7e_mask.tif,humap_dataset/train/images/e17868b94f7e.tif
humap_dataset/train/masks/5d81a44b4f02_mask.tif,humap_dataset/train/images/5d81a44b4f02.tif
humap_dataset/train/masks/ff30f9fb86ac_mask.tif,humap_dataset/train/images/ff30f9fb86ac.tif
humap_dataset/train/masks/4eb2a2b392f6_mask.tif,humap_dataset/train/images/4eb2a2b392f6.tif
humap_dataset/train/masks/cdfb7a1da40e_mask.tif,humap_dataset/train/images/cdfb7a1da40e.tif
humap_dataset/train/masks/4cfe0498d60f_mask.tif,humap_dataset/train/images/4cfe0498d60f.tif
humap_dataset/train/masks/394b6b4f803d_mask.tif,humap_dataset/train/images/394b6b4f803d.tif
humap_dataset/train/masks/61d89329d5c9_mask.tif,humap_dataset/train/images/61d89329d5c9.tif
humap_dataset/train/masks/bb488d9b931e_mask.tif,humap_dataset/train/images/bb488d9b931e.tif
humap_dataset/train/masks/fce9ad75428d_mask.tif,humap_dataset/train/images/fce9ad75428d.tif
humap_dataset/train/masks/31672f6050b5_mask.tif,humap_dataset/train/images/31672f6050b5.tif
humap_dataset/train/masks/003504460b3a_mask.tif,humap_dataset/train/images/003504460b3a.tif
humap_dataset/train/masks/80f94b4ae058_mask.tif,humap_dataset/train/images/80f94b4ae058.tif
humap_dataset/train/masks/016c33dacfa1_mask.tif,humap_dataset/train/images/016c33dacfa1.tif
humap_dataset/train/masks/40f2457d3efe_mask.tif,humap_dataset/train/images/40f2457d3efe.tif
humap_dataset/train/masks/5bcde6ec2e82_mask.tif,humap_dataset/train/images/5bcde6ec2e82.tif
humap_dataset/train/masks/70c671e23e54_mask.tif,humap_dataset/train/images/70c671e23e54.tif
humap_dataset/train/masks/dfe24ec73350_mask.tif,humap_dataset/train/images/dfe24ec73350.tif
humap_dataset/train/masks/0b989fe8238f_mask.tif,humap_dataset/train/images/0b989fe8238f.tif
humap_dataset/train/masks/6909603ea7ab_mask.tif,humap_dataset/train/images/6909603ea7ab.tif
humap_dataset/train/masks/91858313a40e_mask.tif,humap_dataset/train/images/91858313a40e.tif
humap_dataset/train/masks/807952a15f7e_mask.tif,humap_dataset/train/images/807952a15f7e.tif
humap_dataset/train/masks/0d9d65340ef8_mask.tif,humap_dataset/train/images/0d9d65340ef8.tif
humap_dataset/train/masks/77a33cc4f0d2_mask.tif,humap_dataset/train/images/77a33cc4f0d2.tif
humap_dataset/train/masks/5d3e158def53_mask.tif,humap_dataset/train/images/5d3e158def53.tif
humap_dataset/train/masks/01a7fca6263b_mask.tif,humap_dataset/train/images/01a7fca6263b.tif
humap_dataset/train/masks/5ad6f7d64002_mask.tif,humap_dataset/train/images/5ad6f7d64002.tif
humap_dataset/train/masks/1e0203e19805_mask.tif,humap_dataset/train/images/1e0203e19805.tif
humap_dataset/train/masks/82257d852c6e_mask.tif,humap_dataset/train/images/82257d852c6e.tif
humap_dataset/train/masks/7cbf10b993b3_mask.tif,humap_dataset/train/images/7cbf10b993b3.tif
humap_dataset/train/masks/cc103e610139_mask.tif,humap_dataset/train/images/cc103e610139.tif
humap_dataset/train/masks/ffd3d193c71e_mask.tif,humap_dataset/train/images/ffd3d193c71e.tif
humap_dataset/train/masks/92f12671d129_mask.tif,humap_dataset/train/images/92f12671d129.tif
humap_dataset/train/masks/0dcde3819c8e_mask.tif,humap_dataset/train/images/0dcde3819c8e.tif
humap_dataset/train/masks/fe6130954eaa_mask.tif,humap_dataset/train/images/fe6130954eaa.tif
humap_dataset/train/masks/8be88b402878_mask.tif,humap_dataset/train/images/8be88b402878.tif
humap_dataset/train/masks/da1c6d6657e9_mask.tif,humap_dataset/train/images/da1c6d6657e9.tif
humap_dataset/train/masks/578c8b32057e_mask.tif,humap_dataset/train/images/578c8b32057e.tif
humap_dataset/train/masks/1c0295c1d01d_mask.tif,humap_dataset/train/images/1c0295c1d01d.tif
humap_dataset/train/masks/1aeae455caeb_mask.tif,humap_dataset/train/images/1aeae455caeb.tif
humap_dataset/train/masks/f1af97caff9d_mask.tif,humap_dataset/train/images/f1af97caff9d.tif
humap_dataset/train/masks/885d35f6f2f3_mask.tif,humap_dataset/train/images/885d35f6f2f3.tif
humap_dataset/train/masks/a34d3fde892c_mask.tif,humap_dataset/train/images/a34d3fde892c.tif
humap_dataset/train/masks/ca178713fdb2_mask.tif,humap_dataset/train/images/ca178713fdb2.tif
humap_dataset/train/masks/3ef209155cec_mask.tif,humap_dataset/train/images/3ef209155cec.tif
humap_dataset/train/masks/cefc6af28f24_mask.tif,humap_dataset/train/images/cefc6af28f24.tif
humap_dataset/train/masks/b95327948c18_mask.tif,humap_dataset/train/images/b95327948c18.tif
humap_dataset/train/masks/e52415e02d69_mask.tif,humap_dataset/train/images/e52415e02d69.tif
humap_dataset/train/masks/2a577425c773_mask.tif,humap_dataset/train/images/2a577425c773.tif
humap_dataset/train/masks/a12848a1b5f9_mask.tif,humap_dataset/train/images/a12848a1b5f9.tif
humap_dataset/train/masks/e2c1ebfddb4a_mask.tif,humap_dataset/train/images/e2c1ebfddb4a.tif
humap_dataset/train/masks/e9932ac01e0e_mask.tif,humap_dataset/train/images/e9932ac01e0e.tif
humap_dataset/train/masks/8471cf1e3e72_mask.tif,humap_dataset/train/images/8471cf1e3e72.tif
humap_dataset/train/masks/11b7125c2fc2_mask.tif,humap_dataset/train/images/11b7125c2fc2.tif
humap_dataset/train/masks/37073efe3610_mask.tif,humap_dataset/train/images/37073efe3610.tif
humap_dataset/train/masks/cae2e616161f_mask.tif,humap_dataset/train/images/cae2e616161f.tif
humap_dataset/train/masks/4cce5b71c1b1_mask.tif,humap_dataset/train/images/4cce5b71c1b1.tif
humap_dataset/train/masks/242db333c452_mask.tif,humap_dataset/train/images/242db333c452.tif
humap_dataset/train/masks/7aa96f6832b9_mask.tif,humap_dataset/train/images/7aa96f6832b9.tif
humap_dataset/train/masks/dc6ef56300e8_mask.tif,humap_dataset/train/images/dc6ef56300e8.tif
humap_dataset/train/masks/be0d76907fd8_mask.tif,humap_dataset/train/images/be0d76907fd8.tif
humap_dataset/train/masks/d15371f61a24_mask.tif,humap_dataset/train/images/d15371f61a24.tif
humap_dataset/train/masks/b3ee5e7bcf74_mask.tif,humap_dataset/train/images/b3ee5e7bcf74.tif
humap_dataset/train/masks/130d4d323ce4_mask.tif,humap_dataset/train/images/130d4d323ce4.tif
humap_dataset/train/masks/f9faf12fc07b_mask.tif,humap_dataset/train/images/f9faf12fc07b.tif
humap_dataset/train/masks/ec72d34932a5_mask.tif,humap_dataset/train/images/ec72d34932a5.tif
humap_dataset/train/masks/7699cd397b7f_mask.tif,humap_dataset/train/images/7699cd397b7f.tif
humap_dataset/train/masks/1c6c39a22324_mask.tif,humap_dataset/train/images/1c6c39a22324.tif
humap_dataset/train/masks/f5140e2c6baf_mask.tif,humap_dataset/train/images/f5140e2c6baf.tif
humap_dataset/train/masks/bac213291490_mask.tif,humap_dataset/train/images/bac213291490.tif
humap_dataset/train/masks/4855a3af740e_mask.tif,humap_dataset/train/images/4855a3af740e.tif
humap_dataset/train/masks/b04db3efff0a_mask.tif,humap_dataset/train/images/b04db3efff0a.tif
humap_dataset/train/masks/86a75a9863e5_mask.tif,humap_dataset/train/images/86a75a9863e5.tif
humap_dataset/train/masks/8304f634e76e_mask.tif,humap_dataset/train/images/8304f634e76e.tif
humap_dataset/train/masks/b668f7c18ef6_mask.tif,humap_dataset/train/images/b668f7c18ef6.tif
humap_dataset/train/masks/249782ea4423_mask.tif,humap_dataset/train/images/249782ea4423.tif
humap_dataset/train/masks/5affc24bfa1a_mask.tif,humap_dataset/train/images/5affc24bfa1a.tif
humap_dataset/train/masks/f64540767eee_mask.tif,humap_dataset/train/images/f64540767eee.tif
humap_dataset/train/masks/aef16812206a_mask.tif,humap_dataset/train/images/aef16812206a.tif
humap_dataset/train/masks/dee28705d563_mask.tif,humap_dataset/train/images/dee28705d563.tif
humap_dataset/train/masks/481234519879_mask.tif,humap_dataset/train/images/481234519879.tif
humap_dataset/train/masks/d8ce65cbe4b5_mask.tif,humap_dataset/train/images/d8ce65cbe4b5.tif
humap_dataset/train/masks/88aae3a7afb3_mask.tif,humap_dataset/train/images/88aae3a7afb3.tif
humap_dataset/train/masks/5f6fc2f12a07_mask.tif,humap_dataset/train/images/5f6fc2f12a07.tif
humap_dataset/train/masks/87f7cb743e92_mask.tif,humap_dataset/train/images/87f7cb743e92.tif
humap_dataset/train/masks/c956a02b5d22_mask.tif,humap_dataset/train/images/c956a02b5d22.tif
humap_dataset/train/masks/c738789588f9_mask.tif,humap_dataset/train/images/c738789588f9.tif
humap_dataset/train/masks/d0ddedbf71d8_mask.tif,humap_dataset/train/images/d0ddedbf71d8.tif
humap_dataset/train/masks/1e14b9acc9b9_mask.tif,humap_dataset/train/images/1e14b9acc9b9.tif
humap_dataset/train/masks/d6d79e965902_mask.tif,humap_dataset/train/images/d6d79e965902.tif
humap_dataset/train/masks/497e8129e4bc_mask.tif,humap_dataset/train/images/497e8129e4bc.tif
humap_dataset/train/masks/333c1d618ae3_mask.tif,humap_dataset/train/images/333c1d618ae3.tif
humap_dataset/train/masks/7b2f18a40b4a_mask.tif,humap_dataset/train/images/7b2f18a40b4a.tif
humap_dataset/train/masks/c66ca73a66d8_mask.tif,humap_dataset/train/images/c66ca73a66d8.tif
humap_dataset/train/masks/4e4bf2952658_mask.tif,humap_dataset/train/images/4e4bf2952658.tif
humap_dataset/train/masks/a50a29bd69ef_mask.tif,humap_dataset/train/images/a50a29bd69ef.tif
humap_dataset/train/masks/8abfc630ccdd_mask.tif,humap_dataset/train/images/8abfc630ccdd.tif
humap_dataset/train/masks/08e2fa7b08f0_mask.tif,humap_dataset/train/images/08e2fa7b08f0.tif
humap_dataset/train/masks/affb456560a3_mask.tif,humap_dataset/train/images/affb456560a3.tif
humap_dataset/train/masks/303b72a38e29_mask.tif,humap_dataset/train/images/303b72a38e29.tif
humap_dataset/train/masks/3e794841f2da_mask.tif,humap_dataset/train/images/3e794841f2da.tif
humap_dataset/train/masks/f6cfecc532a2_mask.tif,humap_dataset/train/images/f6cfecc532a2.tif
humap_dataset/train/masks/be9250fc8ec5_mask.tif,humap_dataset/train/images/be9250fc8ec5.tif
humap_dataset/train/masks/912ebd02ee50_mask.tif,humap_dataset/train/images/912ebd02ee50.tif
humap_dataset/train/masks/391e9699357a_mask.tif,humap_dataset/train/images/391e9699357a.tif
humap_dataset/train/masks/2a9e6a294e2b_mask.tif,humap_dataset/train/images/2a9e6a294e2b.tif
humap_dataset/train/masks/89d78585ba7a_mask.tif,humap_dataset/train/images/89d78585ba7a.tif
humap_dataset/train/masks/cd6b90e3f4b3_mask.tif,humap_dataset/train/images/cd6b90e3f4b3.tif
humap_dataset/train/masks/ba58c47f480c_mask.tif,humap_dataset/train/images/ba58c47f480c.tif
humap_dataset/train/masks/e1647f94f1f9_mask.tif,humap_dataset/train/images/e1647f94f1f9.tif
humap_dataset/train/masks/d62f578b24ce_mask.tif,humap_dataset/train/images/d62f578b24ce.tif
humap_dataset/train/masks/c1595cb65d3b_mask.tif,humap_dataset/train/images/c1595cb65d3b.tif
humap_dataset/train/masks/611599949a53_mask.tif,humap_dataset/train/images/611599949a53.tif
humap_dataset/train/masks/409a7a2dafd0_mask.tif,humap_dataset/train/images/409a7a2dafd0.tif
humap_dataset/train/masks/cb96f7b681f8_mask.tif,humap_dataset/train/images/cb96f7b681f8.tif
humap_dataset/train/masks/a58ccb739cdd_mask.tif,humap_dataset/train/images/a58ccb739cdd.tif
humap_dataset/train/masks/14e64fe91f07_mask.tif,humap_dataset/train/images/14e64fe91f07.tif
humap_dataset/train/masks/836f728b5c18_mask.tif,humap_dataset/train/images/836f728b5c18.tif
humap_dataset/train/masks/abe1088b3890_mask.tif,humap_dataset/train/images/abe1088b3890.tif
humap_dataset/train/masks/c15c8d3980fb_mask.tif,humap_dataset/train/images/c15c8d3980fb.tif
humap_dataset/train/masks/d14a3f06a93d_mask.tif,humap_dataset/train/images/d14a3f06a93d.tif
humap_dataset/train/masks/40ac7a9fc203_mask.tif,humap_dataset/train/images/40ac7a9fc203.tif
humap_dataset/train/masks/27ac6c438f3b_mask.tif,humap_dataset/train/images/27ac6c438f3b.tif
humap_dataset/train/masks/0def202e0a03_mask.tif,humap_dataset/train/images/0def202e0a03.tif
humap_dataset/train/masks/1ea1a75f6051_mask.tif,humap_dataset/train/images/1ea1a75f6051.tif
humap_dataset/train/masks/d58a88fb6958_mask.tif,humap_dataset/train/images/d58a88fb6958.tif
humap_dataset/train/masks/da876b636c6c_mask.tif,humap_dataset/train/images/da876b636c6c.tif
humap_dataset/train/masks/82bc998e9762_mask.tif,humap_dataset/train/images/82bc998e9762.tif
humap_dataset/train/masks/7514d946ca86_mask.tif,humap_dataset/train/images/7514d946ca86.tif
humap_dataset/train/masks/2fa13b04e7c2_mask.tif,humap_dataset/train/images/2fa13b04e7c2.tif
humap_dataset/train/masks/d6b73b44e334_mask.tif,humap_dataset/train/images/d6b73b44e334.tif
humap_dataset/train/masks/4e0a1de43ade_mask.tif,humap_dataset/train/images/4e0a1de43ade.tif
humap_dataset/train/masks/a681e37e5ee5_mask.tif,humap_dataset/train/images/a681e37e5ee5.tif
humap_dataset/train/masks/38ff92c9ae72_mask.tif,humap_dataset/train/images/38ff92c9ae72.tif
humap_dataset/train/masks/f1599b2db68b_mask.tif,humap_dataset/train/images/f1599b2db68b.tif
humap_dataset/train/masks/bb2d9688374a_mask.tif,humap_dataset/train/images/bb2d9688374a.tif
humap_dataset/train/masks/b1c9a2af1531_mask.tif,humap_dataset/train/images/b1c9a2af1531.tif
humap_dataset/train/masks/c36750e28613_mask.tif,humap_dataset/train/images/c36750e28613.tif
humap_dataset/train/masks/9596b376c210_mask.tif,humap_dataset/train/images/9596b376c210.tif
humap_dataset/train/masks/0e8aed930dc6_mask.tif,humap_dataset/train/images/0e8aed930dc6.tif
humap_dataset/train/masks/7c56aea50785_mask.tif,humap_dataset/train/images/7c56aea50785.tif
humap_dataset/train/masks/46cbbc7f863b_mask.tif,humap_dataset/train/images/46cbbc7f863b.tif
humap_dataset/train/masks/f6afc2903670_mask.tif,humap_dataset/train/images/f6afc2903670.tif
humap_dataset/train/masks/da774b6f9cd1_mask.tif,humap_dataset/train/images/da774b6f9cd1.tif
humap_dataset/train/masks/94f11c67c4c3_mask.tif,humap_dataset/train/images/94f11c67c4c3.tif
humap_dataset/train/masks/12ab9ac0fc55_mask.tif,humap_dataset/train/images/12ab9ac0fc55.tif
humap_dataset/train/masks/c2e7dae2437c_mask.tif,humap_dataset/train/images/c2e7dae2437c.tif
humap_dataset/train/masks/64c3274b1ba4_mask.tif,humap_dataset/train/images/64c3274b1ba4.tif
humap_dataset/train/masks/6a38f80ec136_mask.tif,humap_dataset/train/images/6a38f80ec136.tif
humap_dataset/train/masks/28beee9249bd_mask.tif,humap_dataset/train/images/28beee9249bd.tif
humap_dataset/train/masks/d024e02fa97c_mask.tif,humap_dataset/train/images/d024e02fa97c.tif
humap_dataset/train/masks/adaa3ee513d9_mask.tif,humap_dataset/train/images/adaa3ee513d9.tif
humap_dataset/train/masks/4c058755d597_mask.tif,humap_dataset/train/images/4c058755d597.tif
humap_dataset/train/masks/ac34f9f13036_mask.tif,humap_dataset/train/images/ac34f9f13036.tif
humap_dataset/train/masks/7505b0ab7415_mask.tif,humap_dataset/train/images/7505b0ab7415.tif
humap_dataset/train/masks/00656c6f2690_mask.tif,humap_dataset/train/images/00656c6f2690.tif
humap_dataset/train/masks/dd359ed041b4_mask.tif,humap_dataset/train/images/dd359ed041b4.tif
humap_dataset/train/masks/3962d1284da9_mask.tif,humap_dataset/train/images/3962d1284da9.tif
humap_dataset/train/masks/1ca1adf074bb_mask.tif,humap_dataset/train/images/1ca1adf074bb.tif
humap_dataset/train/masks/66bc46f89c87_mask.tif,humap_dataset/train/images/66bc46f89c87.tif
humap_dataset/train/masks/bf96591278cd_mask.tif,humap_dataset/train/images/bf96591278cd.tif
humap_dataset/train/masks/b7ab3f28e574_mask.tif,humap_dataset/train/images/b7ab3f28e574.tif
humap_dataset/train/masks/cd4b698ac682_mask.tif,humap_dataset/train/images/cd4b698ac682.tif
humap_dataset/train/masks/e477bfef1e06_mask.tif,humap_dataset/train/images/e477bfef1e06.tif
humap_dataset/train/masks/9a4ac92edd79_mask.tif,humap_dataset/train/images/9a4ac92edd79.tif
humap_dataset/train/masks/34bfda589476_mask.tif,humap_dataset/train/images/34bfda589476.tif
humap_dataset/train/masks/97f404585e68_mask.tif,humap_dataset/train/images/97f404585e68.tif
humap_dataset/train/masks/57f8db17da03_mask.tif,humap_dataset/train/images/57f8db17da03.tif
humap_dataset/train/masks/557efd4b1180_mask.tif,humap_dataset/train/images/557efd4b1180.tif
humap_dataset/train/masks/7a5c7224d687_mask.tif,humap_dataset/train/images/7a5c7224d687.tif
humap_dataset/train/masks/4021872b194c_mask.tif,humap_dataset/train/images/4021872b194c.tif
humap_dataset/train/masks/dfd3053cb488_mask.tif,humap_dataset/train/images/dfd3053cb488.tif
humap_dataset/train/masks/c4dbb5659b69_mask.tif,humap_dataset/train/images/c4dbb5659b69.tif
humap_dataset/train/masks/71bcc48dd837_mask.tif,humap_dataset/train/images/71bcc48dd837.tif
humap_dataset/train/masks/0a993633aa5e_mask.tif,humap_dataset/train/images/0a993633aa5e.tif
humap_dataset/train/masks/aa89285a0dbd_mask.tif,humap_dataset/train/images/aa89285a0dbd.tif
humap_dataset/train/masks/9a9d2d6bdbce_mask.tif,humap_dataset/train/images/9a9d2d6bdbce.tif
humap_dataset/train/masks/895973fae879_mask.tif,humap_dataset/train/images/895973fae879.tif
humap_dataset/train/masks/f86347534ec1_mask.tif,humap_dataset/train/images/f86347534ec1.tif
humap_dataset/train/masks/65a235166914_mask.tif,humap_dataset/train/images/65a235166914.tif
humap_dataset/train/masks/cc8d5b6d4975_mask.tif,humap_dataset/train/images/cc8d5b6d4975.tif
humap_dataset/train/masks/18be061202ea_mask.tif,humap_dataset/train/images/18be061202ea.tif
humap_dataset/train/masks/cd1e8e4f8921_mask.tif,humap_dataset/train/images/cd1e8e4f8921.tif
humap_dataset/train/masks/a60200ee318c_mask.tif,humap_dataset/train/images/a60200ee318c.tif
humap_dataset/train/masks/dbf5ec194977_mask.tif,humap_dataset/train/images/dbf5ec194977.tif
humap_dataset/train/masks/ac8f685801d0_mask.tif,humap_dataset/train/images/ac8f685801d0.tif
humap_dataset/train/masks/0f960d864969_mask.tif,humap_dataset/train/images/0f960d864969.tif
humap_dataset/train/masks/bc07350db50d_mask.tif,humap_dataset/train/images/bc07350db50d.tif
humap_dataset/train/masks/d214cc1abfc5_mask.tif,humap_dataset/train/images/d214cc1abfc5.tif
humap_dataset/train/masks/33361307e751_mask.tif,humap_dataset/train/images/33361307e751.tif
humap_dataset/train/masks/5ac25a1e40dd_mask.tif,humap_dataset/train/images/5ac25a1e40dd.tif
humap_dataset/train/masks/8254e9f1af65_mask.tif,humap_dataset/train/images/8254e9f1af65.tif
humap_dataset/train/masks/65549f6e79ba_mask.tif,humap_dataset/train/images/65549f6e79ba.tif
humap_dataset/train/masks/81d7080ee1f1_mask.tif,humap_dataset/train/images/81d7080ee1f1.tif
humap_dataset/train/masks/eb9b9ee6043a_mask.tif,humap_dataset/train/images/eb9b9ee6043a.tif
humap_dataset/train/masks/4e8b6849684d_mask.tif,humap_dataset/train/images/4e8b6849684d.tif
humap_dataset/train/masks/4b94404d2e6c_mask.tif,humap_dataset/train/images/4b94404d2e6c.tif
humap_dataset/train/masks/004daf1cbe75_mask.tif,humap_dataset/train/images/004daf1cbe75.tif
humap_dataset/train/masks/3a315d3acff2_mask.tif,humap_dataset/train/images/3a315d3acff2.tif
humap_dataset/train/masks/a3ebac2db19d_mask.tif,humap_dataset/train/images/a3ebac2db19d.tif
humap_dataset/train/masks/936f9bfb3966_mask.tif,humap_dataset/train/images/936f9bfb3966.tif
humap_dataset/train/masks/ca2df2a0dc8b_mask.tif,humap_dataset/train/images/ca2df2a0dc8b.tif
humap_dataset/train/masks/2848258b5205_mask.tif,humap_dataset/train/images/2848258b5205.tif
humap_dataset/train/masks/2e00a0fe807c_mask.tif,humap_dataset/train/images/2e00a0fe807c.tif
humap_dataset/train/masks/96e5bac74853_mask.tif,humap_dataset/train/images/96e5bac74853.tif
humap_dataset/train/masks/329d9bc6f0f8_mask.tif,humap_dataset/train/images/329d9bc6f0f8.tif
humap_dataset/train/masks/758c0b61f9db_mask.tif,humap_dataset/train/images/758c0b61f9db.tif
humap_dataset/train/masks/513c23ea9630_mask.tif,humap_dataset/train/images/513c23ea9630.tif
humap_dataset/train/masks/20268fc474db_mask.tif,humap_dataset/train/images/20268fc474db.tif
humap_dataset/train/masks/2befa0c506b5_mask.tif,humap_dataset/train/images/2befa0c506b5.tif
humap_dataset/train/masks/6e01967a7d6a_mask.tif,humap_dataset/train/images/6e01967a7d6a.tif
humap_dataset/train/masks/f24e15fe294b_mask.tif,humap_dataset/train/images/f24e15fe294b.tif
humap_dataset/train/masks/777ad3f586ba_mask.tif,humap_dataset/train/images/777ad3f586ba.tif
humap_dataset/train/masks/699ce635ec4d_mask.tif,humap_dataset/train/images/699ce635ec4d.tif
humap_dataset/train/masks/669d50eb831a_mask.tif,humap_dataset/train/images/669d50eb831a.tif
humap_dataset/train/masks/3378fe495259_mask.tif,humap_dataset/train/images/3378fe495259.tif
humap_dataset/train/masks/f265c69fc568_mask.tif,humap_dataset/train/images/f265c69fc568.tif
humap_dataset/train/masks/b29ab50ca7aa_mask.tif,humap_dataset/train/images/b29ab50ca7aa.tif
humap_dataset/train/masks/a4d34e292999_mask.tif,humap_dataset/train/images/a4d34e292999.tif
humap_dataset/train/masks/462d5da043a5_mask.tif,humap_dataset/train/images/462d5da043a5.tif
humap_dataset/train/masks/611fb542b810_mask.tif,humap_dataset/train/images/611fb542b810.tif
humap_dataset/train/masks/30e626fa6fc4_mask.tif,humap_dataset/train/images/30e626fa6fc4.tif
humap_dataset/train/masks/5a67509ed81c_mask.tif,humap_dataset/train/images/5a67509ed81c.tif
humap_dataset/train/masks/adf1327bba60_mask.tif,humap_dataset/train/images/adf1327bba60.tif
humap_dataset/train/masks/fcc9e5020998_mask.tif,humap_dataset/train/images/fcc9e5020998.tif
humap_dataset/train/masks/a9fa67774c7a_mask.tif,humap_dataset/train/images/a9fa67774c7a.tif
humap_dataset/train/masks/e54c95cfac22_mask.tif,humap_dataset/train/images/e54c95cfac22.tif
humap_dataset/train/masks/e7473674d813_mask.tif,humap_dataset/train/images/e7473674d813.tif
humap_dataset/train/masks/9f999c74b67e_mask.tif,humap_dataset/train/images/9f999c74b67e.tif
humap_dataset/train/masks/7dfcc533850b_mask.tif,humap_dataset/train/images/7dfcc533850b.tif
humap_dataset/train/masks/f34dfcdbd7c5_mask.tif,humap_dataset/train/images/f34dfcdbd7c5.tif
humap_dataset/train/masks/71cd41c93924_mask.tif,humap_dataset/train/images/71cd41c93924.tif
humap_dataset/train/masks/434f29f2d00a_mask.tif,humap_dataset/train/images/434f29f2d00a.tif
humap_dataset/train/masks/415a900f7a89_mask.tif,humap_dataset/train/images/415a900f7a89.tif
humap_dataset/train/masks/91b66fbcf78d_mask.tif,humap_dataset/train/images/91b66fbcf78d.tif
humap_dataset/train/masks/90ec5f6e822d_mask.tif,humap_dataset/train/images/90ec5f6e822d.tif
humap_dataset/train/masks/e99c14d23bb4_mask.tif,humap_dataset/train/images/e99c14d23bb4.tif
humap_dataset/train/masks/911b753ffe47_mask.tif,humap_dataset/train/images/911b753ffe47.tif
humap_dataset/train/masks/79b61f3f4b43_mask.tif,humap_dataset/train/images/79b61f3f4b43.tif
humap_dataset/train/masks/cb0d9bad1bd4_mask.tif,humap_dataset/train/images/cb0d9bad1bd4.tif
humap_dataset/train/masks/8b135754e695_mask.tif,humap_dataset/train/images/8b135754e695.tif
humap_dataset/train/masks/64c675e5750d_mask.tif,humap_dataset/train/images/64c675e5750d.tif
